id;target;source
49979;Después de la lluvia, el sol apareció de entre las nubes.;After the rain, the sun emerged from the clouds.
49980;El fútbol es el deporte más popular en Brasil.;Football is the most popular sport in Brazil.
49981;Tom decidió comenzar un negocio.;Tom decided to start a business.
49982;Él es un artista famoso.;He is a famous artist.
49983;¿Debo comenzar de una vez?;Must I start at once?
49984;Debes comenzar ahora mismo.;You are to start at once.
49985;El artista pertenece a su obra, no la obra al artista.;The artist belongs to his work, not the work to the artist.
49986;Mi padre estaba en las nubes.;My father was lost in thought.
49987;El fútbol es el deporte más popular del mundo.;Soccer is the world's most popular sport.
49988;Acaba de comenzar el viaje.;The journey has just begun.
49989;¿Quién es tu jugador favorito?;Who is your favorite player?
49990;¿Te das cuenta de lo que estás haciendo?;Do you realize what you're doing?
49991;Tom está a punto de comenzar.;Tom is about to begin.
49992;Tom es un artista.;Tom is an artist.
49993;No podéis nadar aquí.;You can not swim here.
49994;La población de Japón es mucho mayor que la de Australia.;The population of Japan is much larger than that of Australia.
49995;¿Me das un vaso de leche?;Will you give me a glass of milk?
49996;La violencia es el cáncer de nuestra sociedad.;Violence is the cancer of our society.
49997;El deporte que más me gusta es el fútbol.;My favorite sport is soccer.
49998;Tengo que volver a casa antes de la medianoche.;I've got to get back home by midnight.
49999;¿Me das tu número?;Can I get your number?
50000;Él es un jugador de béisbol famoso.;He is a famous baseball player.
50001;Él puede llegar a ser jugador de béisbol.;He may become a baseball player.
50002;He oído que eres un buen jugador de tenis.;I hear that you are a good tennis player.
50003;Tom siempre va a la cama antes de medianoche.;Tom always goes to bed before midnight.
50004;Tom no canta muy bien.;Tom doesn't sing very well.
50005;Juan es mi mejor amigo.;John is my best friend.
50006;Podéis usar ese teléfono.;You can use that phone.
50007;Este deporte se hizo cada vez más popular.;This sport got more and more popular.
50008;Me gusta el deporte.;I like sports.
50009;Tom murió como a medianoche.;Tom died around midnight.
50010;Eran tiempos felices.;Those were happy times.
50011;Tienes hasta medianoche.;You have until midnight.
50012;Tenés hasta medianoche.;You have until midnight.
50013;Tiene hasta medianoche.;You have until midnight.
50014;Tienes hasta la medianoche.;You have until midnight.
50015;Tenés hasta la medianoche.;You have until midnight.
50016;Tiene hasta la medianoche.;You have until midnight.
50017;¿Haces algún deporte?;Do you do any sport?
50018;Canta.;Sing along.
50019;¿Podéis esperar aquí solo un momento?;Would you mind waiting here just a moment?
50020;El verano acaba de comenzar.;Summer has just begun.
50021;Todo lo que es demasiado estúpido para decir se canta.;Everything too stupid to say is sung.
50022;Los tiempos han cambiado.;Times have changed.
50023;Le doy la manzana a Jack.;I give Jack the apple.
50024;Tom ayudó a Mary a volver a comenzar.;Tom helped Mary start over again.
50025;Él llegó a la medianoche.;He arrived at midnight.
50026;¿Ella canta?;Does she sing?
50027;Este artista murió joven.;This artist died young.
50028;Tomás canta bastante bien.;Tom sings quite well.
50029;Tengo que comenzar de nuevo.;I have to start over.
50030;¿Eres tan tonto que no te das cuenta?;Are you so stupid that you can't see it?
50031;¿Te gusta hacer deporte?;Do you like playing sports?
50032;Me das dolor de cabeza.;You make my head hurt.
50033;No necesitas hacer deporte.;You don't need to do sports.
50034;Eres un muy buen artista.;You are a very good artist.
50035;No es un deporte fácil.;It's not an easy sport.
50036;Usted debe comenzar pronto.;You must start soon.
50037;Estoy contra la violencia hacia las mujeres.;I'm against violence against women.
50038;Me gustaría comenzar.;I would like to start.
50039;¿Por qué le das a él este regalo?;Why you give him this gift?
50040;Tom vio a Juan y a María de la mano.;Tom saw John and Mary holding hands.
50041;Apenas hay violencia en esa ciudad.;There is almost no violence in that city.
50042;Mi deporte favorito es el fútbol.;My favorite sport is soccer.
50043;Todas las mañanas y todas las noches le doy de comer a mi gato.;I feed my cat every morning and every evening.
50044;No hubo violencia.;There was no violence.
50045;Dile no al odio y a la violencia.;Say no to hatred and violence.
50046;En aquellos tiempos yo todavía era un estudiante.;In those days, I was still a student.
50047;No doy con el nombre.;I cannot think of the name.
50048;Tom no sabe por dónde comenzar.;Tom doesn't know where to begin.
50049;Tomás llegó después de la medianoche.;Tom arrived after midnight.
50050;No puedo soportar más su violencia.;I can't put up with his violence any longer.
50051;Después de cenar doy un paseo por la playa.;After dinner, I take a walk on the beach.
50052;Por favor, canta la canción otra vez.;Sing the song once more, please.
50053;El Sr. Smith no habla inglés, ¿verdad?;Mr. Smith doesn't speak English, does he?
50054;Mira esas nubes.;Look at those clouds.
50055;¿Quién canta esa canción?;Who sings that song?
50056;Yo doy mi sangre por este trabajo.;I give my blood for this job.
50057;Él lee el periódico todas las mañanas.;He reads the newspaper every morning.
50058;Le gusta el deporte tanto como el estudio.;He likes sports as well as study.
50059;Todo iba a terminar y a comenzar otra vez.;Everything was going to end and begin again.
50060;Ken se hace la cama todas las mañanas.;Ken makes his own bed every morning.
50061;Un siglo tiene cien años.;A century is one hundred years.
50062;Él no canta bien.;He can't sing well.
50063;¿Cuál es tu película favorita de todos los tiempos?;What's your favorite movie of all time?
50064;Los Smith son nuestros vecinos.;The Smiths are our neighbors.
50065;Te doy mi palabra.;I give you my word.
50066;Se perdió de vista el avión en las nubes.;The plane was lost sight of in the clouds.
50067;Eres un buen jugador de tenis.;You are a good tennis player.
50068;¿Podéis resolver este problema?;Can you solve this problem?
50069;¿Te das cuenta de lo que esto significa?;Do you realize what this means?
50070;¿Te das cuenta que es muy diferente?;You realize it's very different?
50071;¡No podéis aprender aquí! ¡Esto es un colegio!;You can't learn here! This is a school!
50072;La población de Australia es mucho menor que la de Japón.;The population of Australia is much smaller than that of Japan.
50073;¿Quién es tu artista favorito?;Who's your favorite artist?
50074;El dinero no lo es todo, pero si no tenéis dinero, no podéis hacer nada.;Money isn't everything, but if you have no money, you can't do anything.
50075;La población de China es mayor que la de Japón.;The population of China is larger than that of Japan.
50076;Está orgulloso de ser un artista.;He is proud that he is an artist.
50077;¡Qué bien canta!;How beautifully she sings!
50078;Por favor, canta una canción.;Please sing a song.
50079;El béisbol es un deporte interesante.;Baseball is an interesting sport.
50080;Juan le preguntó a María si le gustaría ir de compras esa tarde.;John asked Mary whether she would like to go shopping in the afternoon.
50081;Éste es el señor Smith.;This is Mr. Smith.
50082;Te doy una oportunidad.;I'll give you a shot.
50083;Es casi medianoche aquí.;It's almost midnight here.
50084;El Sr. Smith ha llegado.;Mr. Smith has come.
50085;Mi papá rara vez llega a casa antes de medianoche.;Dad rarely gets back home before midnight.
50086;Puedes ir a la fiesta, pero tienes que estar en casa a medianoche.;You may go to the party, but you must be home by midnight.
50087;Llegamos a Londres a la medianoche.;We reached London at midnight.
50088;Tom se fue a la cama a la medianoche.;Tom went to bed at midnight.
50089;Normalmente Tom se va a la cama justo antes de medianoche.;Tom usually goes to bed just before midnight.
50090;Tom se fue a la medianoche.;Tom left at midnight.
50091;Tom no llegó a casa hasta pasada la medianoche.;Tom didn't get home until after midnight.
50092;Tom se va a la cama después de medianoche.;Tom goes to bed after midnight.
50093;Él tenía la cabeza en las nubes en clase.;He had his head in the clouds in class.
50094;¿Quién canta esta canción?;Who sings that song?
50095;La población de Tokio es mayor que la de Londres.;The population of Tokyo is greater than that of London.
50096;Conocí a un tal Sr. Smith.;I met a certain Mr Smith.
50097;El Sr. Smith es ahora presidente de esta compañía.;Mr. Smith is now president of this company.
50098;Desayuno todas las mañanas.;I have breakfast every morning.
50099;¿Por qué tú no me das eso que quiero tener?;Why don't you give me what I want to have?
50100;No hace falta la violencia.;There's no need for violence.
50101;Todas las mañanas se va a dar un paseo.;Every morning he leaves to take a walk.
50102;¿Tienes tiempo para leer el periódico por las mañanas?;Do you have time to read the newspaper in the morning?
50103;¿Podéis ir más rápido?;Can you go faster?
50104;Tom es el mejor jugador del equipo.;Tom is the best player on the team.
50105;Me acuerdo de aquellos tiempos.;I remember those times.
50106;¿Sabes quién canta esa canción?;Do you know who sings that song?
50107;El concierto va a comenzar ahora.;The concert is beginning now.
50108;Te doy 5 dólares.;I'll give you five dollars.
50109;Doy por sentado que mi respuesta es correcta.;I take for granted that my answer is correct.
50110;Él se cree un artista.;He fancies himself as an artist.
50111;¿Cuál es la población de Japón?;What is the population of Japan?
50112;El tiene un poco de artista.;He is something of an artist.
50113;¿Por qué no le das unas flores?;Why don't you give her some flowers?
50114;Tom quería ser como su hermano, Juan.;Tom wanted to be like his brother, John.
50115;Juan llegó al aeropuerto por la mañana.;Juan made it to the airport by this morning.
50116;Doy un paseo a las seis de la mañana.;I take a walk at six in the morning.
50117;Bill es un jugador de béisbol.;Bill is a baseball player.
50118;Te doy mi palabra sobre eso.;I give you my word on that.
50119;Canta la canción una vez más, por favor.;Sing the song once more, please.
50120;¿Te doy algo para leer?;Shall I give you something to read?
50121;¿Cuál es la población de Tokio?;How large is the population of Tokyo?
50122;Tom decidió no decirle a María nada de lo que Juan había hecho.;Tom decided not to tell Mary about what John had done.
50123;Smith respondió que lo sentía.;Smith replied that he was sorry.
50124;Ken quiere ser jugador de béisbol.;Ken wants to be a baseball player.
50125;Ya casi es hora de comenzar.;It's almost time to get started.
50126;Canta una canción conmigo.;Sing a song with me.
50127;Cien años se llama un siglo.;100 years is called a century.
50128;Es la primera vez que le doy consejo así a un amigo.;This is the first time I've ever advised a friend to do this.
50129;La población de Japón es mayor que la de Inglaterra.;The population of Japan is larger than that of Britain.
50130;Pasamos buenos tiempos.;We had some good times.
50131;No hago deporte.;I do not do sports.
50132;Juan le dio algo de dinero a María.;John gave Mary some money.
50133;Él es jugador de tenis.;He is a tennis player.
